 Bronze of copper|075r|10|1|0|0|0|0|0|0|0
 Bronze like tin|075r|12|2|0|0|1|0|0|0|0
 For making aquafortis|075r|6|1|0|0|4|0|0|0|0
 Or moulu|075r|6|2|0|0|0|0|0|0|0
 For making gray wood|075v|8|0|1|0|4|0|0|0|0
 For gilding on wood|075v|15|3|0|1|0|1|0|0|0
 For gilding with or moulu|075v|4|2|0|1|1|0|0|0|0
 Recipe for putting all woods in color|075v|5|0|0|0|2|1|0|0|0
 |076r|2|0|0|0|0|0|0|0|0
 For making wood green|076r|5|3|0|0|5|0|0|0|0
 For making wood red|076r|4|1|0|0|3|0|0|0|0
 For making it blue|076r|4|0|0|0|4|1|0|0|0
 For making it violet|076r|4|0|0|0|3|0|0|0|0
 For making it yellow|076r|4|0|0|0|4|2|0|0|0
 For making very beautiful gold color & of little expense|076v|3|2|0|0|1|1|0|0|0
 For making black goumiche|076v|5|0|0|0|0|0|0|0|0
 For the white|076v|3|0|0|0|0|0|0|0|0
 For gilding iron or tin|076v|9|1|0|0|3|0|0|0|0
 Against redness of the face|077r|2|0|0|0|0|0|0|1|0
 Medicine of the orientals against all maladies|077r|5|2|0|0|1|1|1|5|0
 Fatty earth|077r|2|0|1|0|0|0|0|0|0
 Recipe for making bronze and varnish of many sorts|077r|9|2|0|0|2|0|0|0|0
 |077v|8|4|0|0|2|0|0|0|0
 Another approved varnish|077v|10|1|0|0|3|1|0|0|0
 Another varnish|077v|6|0|0|0|0|1|0|0|0
 Another varnish|077v|3|0|0|0|1|1|0|0|0
 |078r|4|2|0|0|0|0|0|0|0
 Another varnish|078r|8|3|0|0|2|2|0|0|0
 For making red varnish|078r|7|0|0|0|0|0|0|0|0
 For making green trwood|078r|8|1|0|1|1|0|0|0|0
 For making bronze in steel color|078v|8|4|0|2|1|0|0|0|0
 For making bronze in gold color|078v|6|3|0|2|0|0|0|0|0
 For making bone or horn green|078v|6|0|0|0|1|0|0|0|0
 For making bronze|078v|5|2|0|0|0|0|0|0|0
 |079r|4|0|0|2|0|0|0|0|0
 Making gray wood|079r|8|0|1|0|0|0|0|0|0
 For making water for disease of the eyes|079r|4|4|0|0|1|0|0|2|1
 For making bronze in gold color|079r|7|3|0|0|2|0|0|0|0
 |079v|2|1|0|0|1|0|0|0|0
 For making varnish|079v|6|0|0|0|0|1|0|0|0
 Antidote against the fumes of metals|079v|4|0|0|1|1|0|0|2|0
 Tin for casting|079v|5|0|1|0|2|0|0|0|0
 Mixture for printers|079v|6|3|1|0|0|0|0|0|0
 Petard|080r|2|2|0|0|1|0|0|0|0
 Very hard white stucco|080r|5|0|0|0|0|0|1|0|0
 Fountains|080r|3|6|0|0|2|0|0|0|0
 Founders of small works @ of tin|080v|21|16|2|1|1|0|0|0|0
 Sand|081r|12|2|0|0|0|0|2|0|0
 Earth for molding|081r|8|0|2|0|0|0|2|0|0
 Plaster|081r|9|3|0|0|0|0|0|0|0
 Cartonc_081r_04|081r|8|3|0|0|0|0|1|0|0
 Sand|081v|5|0|0|0|0|0|0|0|0
 Making copper and latten run|081v|12|2|0|0|0|0|0|0|0
 Sand|081v|10|1|0|0|0|1|0|0|0
 Frame casting|081v|9|7|0|0|0|1|0|0|0
 Heat of copper|082r|2|0|0|0|0|0|0|0|0
 Frame|082r|6|2|0|0|0|0|0|0|0
 Glair of eggs|082r|3|0|0|0|0|0|0|0|0
 Clockmakers|082r|1|3|1|0|3|0|0|0|0
 Clockmakers|082v|1|0|1|0|0|0|0|0|0
 Casting lead in lead|082v|10|2|0|0|0|0|0|0|0
 Sand|082v|0|0|0|0|0|0|0|0|0
 Method of casting in bronze|082v|15|15|1|0|2|0|0|0|0
 Sand @ for lead|083r|5|1|2|0|1|0|0|0|0
 Sand for copper medals|083r|13|2|0|0|0|0|0|0|0
 Another sand|083r|5|2|0|0|0|1|0|0|0
 Another for lead|083r|4|2|0|0|0|0|0|0|0
 Another|083r|7|0|0|1|0|0|0|0|0
 Excellent sand|083r|6|3|0|0|2|0|0|0|0
 A way for molding excellently with water|083v|7|0|0|0|0|0|0|0|0
 Molding in relief on one part and hollow on the other.|083v|14|8|0|0|0|1|0|0|0
 Bellows|083v|1|8|0|0|0|0|0|0|0
 Impromptu mask|084r|1|0|0|0|0|0|0|0|0
 |084r|1|5|0|0|0|0|0|0|0
 Eau magistra|084r|6|2|0|0|0|0|0|0|0
 Flour|084r|1|0|0|0|0|0|0|0|0
 Sand from a mine in Thoulouse|084r|10|2|0|0|0|0|3|0|0
 Sand|084v|14|4|0|1|0|1|0|0|0
 Eau Magistra|084v|8|0|0|1|0|4|0|0|0
 Lead|084v|3|0|0|0|0|0|0|0|0
 Sand for lead, the most excellent of all, for high and low reliefs|084v|4|3|0|0|0|0|0|0|0
 |085r|39|11|0|1|0|3|0|0|0
 Green varnish for medals of copper|085r|6|0|0|0|1|0|0|0|0
 Glue|085r|5|1|0|0|0|0|1|0|0
 Founder|085v|7|1|1|0|0|0|0|0|0
 Mortars|085v|6|3|1|0|0|0|0|0|0
 Sand from the mine|085v|6|2|0|0|0|0|0|0|0
 Experimented sands|085v|6|4|1|0|1|1|1|0|1
 |086r|27|13|0|1|0|1|0|0|0
 |086v|4|4|0|0|1|0|0|0|0
 Excellent sand for lead, tin and copper|086v|20|5|0|0|6|0|0|0|0
 |087r|8|10|2|0|0|0|0|0|0
 Sand from Thoulouse|087r|3|0|0|0|0|0|5|0|0
 Sand, slate, and burned earth|087v|7|0|0|0|0|0|0|0|0
 Magistra|087v|4|1|1|0|0|1|0|0|0
 Sand of the mine of Thoulouse|087v|20|6|0|0|0|0|1|0|0
 Vismec_088r_02|088r|0|0|0|0|0|2|0|0|0
 Mortars|088r|4|5|0|0|0|0|0|0|0
 Varnish|088r|4|2|0|0|0|0|0|0|0
 Grafting|088r|0|0|0|0|0|0|0|0|0
 Baker|088r|7|2|1|0|0|2|0|0|0
 Looking-glass tin|088r|1|0|0|0|0|0|0|0|0
 Sand from pulverised rock salt and sand from the mine finely ground on marble|088v|9|9|0|0|1|0|0|0|0
 Mineral sand|088v|12|5|1|0|0|2|0|0|0
 Sand of burnt oxen bone and rock salt|089r|14|4|0|2|1|0|0|0|0
 Reheating or drying a molded frame|089r|0|1|0|0|0|0|0|0|0
 Natural sand|089r|3|0|0|0|0|0|0|0|0
 Sal ammoniac and alabaster|089v|14|6|0|0|5|1|0|0|0
 Glassmakers' white sand from the mine, mixed with sal ammoniac|089v|10|4|3|0|1|3|2|0|0
 Sal ammoniac and iron dross|090r|6|4|0|0|0|0|0|0|0
 Sand|090r|2|0|1|0|0|0|1|0|0
 All sands can be rendered good|090r|6|1|2|0|0|0|4|0|0
 |090v|7|4|0|0|0|0|0|0|0
 Terre fondue of potters|090v|4|2|1|0|0|0|0|0|0
 Orange trees|090v|1|7|0|0|1|2|2|0|0
 Grafting|091r|0|0|0|0|0|6|0|0|0
 Molding with cuttlefish bone|091r|15|13|0|1|0|3|0|0|0
 |091v|18|14|0|1|1|2|0|0|0
 SandMixture easy to melt|092r|6|1|0|0|5|0|0|0|0
 Molding hollow on one side and in relief on the other|092r|12|5|0|0|0|0|0|0|0
 Potin|092r|4|0|0|0|0|0|0|0|0
 Molding statues|092r|2|0|2|0|2|0|0|0|0
 Sand from river tellins and mussels|092v|3|0|0|3|0|0|0|0|0
 Congealing mercury|092v|18|4|1|0|6|0|0|0|0
 Mixture|092v|6|0|0|0|1|0|0|0|0
 Olives|093r|1|0|0|0|1|1|0|0|0
 Observation from rustics|093r|0|0|1|0|0|0|0|0|0
 Grafts|093r|0|0|0|0|0|2|0|2|0
 Sand|093r|2|1|0|0|0|0|0|0|0
 Sand|093r|4|0|0|0|0|0|0|0|0
 Faces in distemper|093v|14|4|0|0|0|0|0|0|0
 Azure|093v|7|2|2|0|0|0|0|0|0
 Violet and lake|093v|5|2|0|0|0|0|0|0|0
 Furbisher|094r|30|3|1|3|3|0|0|0|0
 |094v|29|18|4|0|2|4|0|0|0
 |095r|17|21|4|0|3|0|5|0|0
 |095v|11|10|6|0|9|1|0|0|1
 |096r|29|9|4|11|4|2|0|0|0
 Grey guards|096v|6|1|0|0|1|0|0|0|0
 Color of water|096v|4|2|0|0|1|0|0|0|0
 Yellow varnish|096v|6|2|1|0|0|2|0|0|0
 Black varnish|097r|2|0|0|0|0|0|0|0|0
 Gilding|097r|11|4|1|0|1|0|0|0|0
 Gilding with silver|097r|6|6|0|0|0|0|0|0|0
 Mastic varnish dry in a half hour|097v|32|7|0|1|5|3|1|0|0
 Painting on glass|097v|1|0|1|0|0|0|0|0|0
 Varnish for lutes|098r|7|0|0|1|0|1|0|0|0
 Borders of a garden|098r|1|6|0|0|1|2|0|0|0
 Locksmith|098r|23|5|2|1|1|1|0|0|0
 Small dogs|098v|0|0|0|2|0|0|0|0|0
 Salted artichokes|098v|7|1|0|0|1|1|0|0|0
 Trees|098v|0|0|0|0|0|0|0|0|0
 Birds|098v|2|1|0|1|0|0|0|0|0
 Fonte|098v|7|3|0|0|0|0|0|0|0
 |099r|19|7|0|0|1|0|0|0|0
 Lean white sand|099r|12|2|1|0|0|0|0|0|0
 Bell handles|099r|1|0|0|0|0|0|0|0|0
 Quince trees|099v|0|0|0|0|0|1|0|0|0
 Cannons|099v|3|7|0|0|0|0|0|0|0
 Bells|099v|0|0|0|0|0|0|0|0|0
 Gilding your molding for panels without gold|099v|7|0|0|0|0|0|0|0|0
 Orpiment orange|099v|2|0|0|0|0|0|0|0|0
 Varnish|099v|6|1|0|0|1|0|0|0|0
 Gold color|100r|11|0|0|0|0|1|0|0|0
 Portraying from nature|100r|0|0|0|0|0|0|0|0|0
 Gemstones|100r|5|4|1|0|0|0|0|0|0
 |100r|2|2|0|0|0|0|0|0|0
 Vitrified saltpeter|100r|6|2|0|0|1|0|0|0|0
 Windows through which the sun will not pass|100r|3|1|0|0|0|0|0|0|0
 Gemstones|100v|21|10|4|0|10|0|0|0|0
 For ruby take some gold leaf|100v|12|4|1|0|4|1|0|0|0
 |101r|5|13|0|0|3|0|0|0|0
 Topaz|101r|23|7|0|0|3|0|0|0|0
 Salt for melting|101r|8|3|0|0|1|0|0|0|0
 |101v|3|2|0|0|0|0|0|0|0
 Jacinth|101v|6|1|0|0|1|0|0|0|0
 Topaz|101v|9|2|0|0|1|0|0|0|0
 Varnish|101v|5|0|0|0|0|1|1|0|0
 Gum ammoniac|101v|4|1|0|0|0|0|0|0|0
 Provisions for the work of Colchis|102r|8|7|0|0|3|0|0|0|0
 For the furnace|102r|5|9|0|0|2|1|0|0|0
 Ciment royalc_102r_02|102r|4|0|0|0|1|0|0|0|0
 Glass vessels|102r|2|5|0|0|3|0|1|0|0
 Painting on crystal or glass|102v|10|0|0|1|0|0|1|0|0
 Infusion of anthos or rosemaryc_102v_05|102v|7|5|1|0|8|2|0|1|1
 Cast|102v|3|0|0|0|0|0|0|0|0
 Against burns, excellent|103r|11|3|1|0|7|2|0|4|0
 Against dogs’ mange.|103r|4|0|1|3|0|0|1|1|0
 Enema|103v|1|1|0|1|0|0|0|3|0
 Cast|103v|4|0|0|0|1|0|0|0|0
 For making colors run|103v|4|1|0|0|0|0|0|0|0
 Earwax|103v|3|1|0|0|0|0|0|1|0
 Enamels|103v|4|4|0|0|0|0|0|0|0
 For eating away and dissolving entirely pure gold|104r|5|1|0|0|1|0|0|0|0
 For etching on iron|104r|13|0|0|0|6|1|0|0|0
 Good mixture to color gold|104r|5|0|0|0|2|0|0|0|0
 For gilding with silver on copper and latten|104r|9|0|0|0|0|1|0|0|0
 Enameling a cornaline|104r|6|0|0|0|1|1|0|0|0
 Against dogs' mange|104v|4|0|0|2|3|0|0|1|0
 For casting|104v|8|1|0|0|0|0|0|0|0
 Goldsmith|104v|1|0|2|0|0|0|0|0|0
 Spinet playing by itself|104v|1|1|0|0|0|0|0|0|0
 Turtles|105r|0|0|0|1|0|0|0|0|0
 Drying colors|105r|3|0|0|0|0|0|0|0|0
 Painter|105r|2|0|1|0|0|0|0|0|0
 Gardening|105r|2|4|0|0|2|1|0|0|0
 |105v|0|0|0|0|4|4|0|0|0
 Gardening|105v|0|0|0|1|0|0|0|0|0
 Fountain maker|105v|3|0|2|0|0|0|0|0|0
 Catching nightingales See the 15th folio after this.c_105v_04|105v|0|3|0|7|1|0|0|0|0
 Nightingale|105v|2|2|0|1|1|0|0|0|0
 Nightingale|105v|4|3|0|5|0|0|0|0|0
 For casting|106r|4|1|0|0|0|0|1|0|0
 Making gold run for casting|106r|35|2|0|2|0|0|1|0|0
 Casting in gold|106v|32|15|0|5|3|0|0|0|0
 |107r|2|0|0|0|1|0|0|0|0
 Catching lizards and snakes|107r|25|15|3|8|5|0|0|0|0
 |107v|24|8|2|1|1|1|2|0|0
 |108r|20|6|1|0|0|0|2|0|0
 Spalt|108r|7|2|0|0|1|1|1|0|0
 |108v|27|30|2|0|1|0|0|0|0
 Modelling in wax|109r|8|1|0|1|0|1|1|0|0
 Wax for molding -|109r|7|3|0|0|0|0|0|0|0
 Molding wax|109r|12|1|0|0|0|0|0|0|0
 Bellows of the forge|109r|0|3|0|0|1|0|0|0|0
 Snakes for molding|109r|3|2|0|2|0|0|0|0|0
 |109v|0|0|1|2|2|0|0|0|1
 Toad|109v|7|1|0|2|0|1|0|1|0
 Killing snakes for molding|109v|5|6|0|2|1|0|0|0|0
 Molding|110r|0|0|0|0|0|0|0|0|0
 Rock & grotto|110r|7|1|0|0|0|0|0|0|0
 Snakes|110r|3|2|0|3|2|0|0|1|1
 |110v|0|1|0|0|0|0|0|0|0
 Molds|110v|6|2|0|0|0|1|0|0|0
 Wheat oil|110v|7|1|0|1|0|3|0|0|0
 Cast of lead and tin|110v|18|0|0|1|5|0|0|0|0
 Reheating molds|111r|0|6|0|0|0|0|0|0|0
 Latten smoke|111r|4|2|0|0|0|0|0|0|0
 For red copper|111r|2|0|0|0|0|0|0|0|0
 Clay earth|111r|3|3|0|0|0|0|0|0|0
 Iron wire|111r|3|4|0|0|2|0|0|0|0
 Water of sal ammoniac|111v|6|2|0|0|2|1|0|0|0
 Sanguine|111v|4|1|0|0|0|0|0|0|0
 Crab and crayfish|111v|0|0|0|2|0|0|0|0|0
 Lizards|111v|3|4|0|4|0|0|0|0|0
 Composition of sand|111v|12|6|0|0|1|0|0|0|0
 For wetting sand|112r|8|9|0|0|0|0|0|0|0
 Decoction of sands|112r|1|0|0|0|0|0|0|0|0
 Molding en noyau. Mixture of sand|112r|10|3|0|0|1|0|0|0|0
 Putting to death the animal for molding|112r|6|3|0|2|1|0|0|0|0
 |112v|8|1|0|2|0|0|0|0|0
 Mouler Making the arrangement and disposition of the animal|112v|13|19|1|1|1|0|0|0|0
 |113r|25|10|0|2|2|1|0|0|0
 Wetting sand and molding the first cast|113r|4|2|0|0|0|0|0|0|0
 |113v|29|15|1|0|3|0|0|0|0
 Second cast|113v|0|0|0|0|0|0|0|0|0
 Second Cast|114r|16|20|0|4|1|0|0|0|0
 |114v|17|19|0|1|6|0|0|0|0
 |115r|0|3|0|0|0|0|0|0|0
 Make the cast, reheat the molds, &cNote about everything above|-||115r|12|4|0|2|1|0|0|0|0
 Animal after release|115r|3|2|0|2|0|0|0|0|0
 Reheating molds|115r|0|5|0|0|0|0|0|0|0
 Cast of tin|115v|12|2|0|0|2|0|0|0|0
 For giving venting to the mold|115v|1|4|0|0|0|0|0|0|0
 Reheating the noyau molds|115v|3|16|0|0|1|0|0|0|0
 |116r|2|3|0|0|0|0|0|0|0
 Molding bouquets, plants and flowers|116r|3|2|0|2|0|0|0|0|0
 Molding de en noyau with the same sand, wax images or lead medals and suchlike|116r|23|3|0|0|0|1|0|0|0
 Casting for gold and silver|116r|4|2|0|0|0|0|0|0|0
 A way to unmold enamel gold very delicate gold rose leaves and others|116r|14|0|0|0|1|2|0|0|0
 Molding snakes in all weather|116v|8|3|0|4|0|0|0|0|0
 Mixture of tin and lead|116v|23|6|0|0|5|1|0|0|0
 Cast for copper and latten|116v|18|0|0|1|1|0|0|0|0
 A means of molding flowers and plants|117r|21|13|0|3|1|0|0|0|0
 For making the ashes of flowers and plants leave molds|117v|15|6|0|2|0|1|0|0|0
 Daisies|117v|4|0|0|0|0|1|0|0|0
 Sand that was used|117v|2|0|0|0|0|0|0|0|0
 Molding a noyau figures of wax or medals of lead|117v|13|1|0|0|0|0|0|0|0
 Blood of snakes|117v|3|3|0|2|0|0|0|0|0
 Snails|118r|2|0|0|2|0|0|0|0|0
 For removing flashing and barbs from things molded a noyau|118r|3|7|0|0|0|0|0|0|0
 For grottos|118r|22|4|0|0|0|3|0|0|0
 Looking-glass tin|118r|4|0|0|0|3|0|0|0|0
 Sal ammoniac|118r|4|0|0|0|0|0|0|0|0
 Casting in frames|118v|36|27|0|0|4|1|0|0|0
 |119r|10|11|0|0|4|1|0|0|0
 Advice about the above|119r|15|4|0|0|1|1|1|0|0
 Fashion of preparing aspalt spatc_119v_04|119v|28|8|1|0|0|0|1|0|1
 Excellent secret for molding hollow and very delicately infine gold|119v|10|0|0|1|1|0|0|0|0
 Medals stamped from the wax|120r|7|1|0|1|0|0|0|0|0
 Sand for casting in gold|120r|27|2|3|0|3|1|1|0|0
 IlNightingale|120r|4|7|0|5|3|0|0|0|0
 |120v|2|0|0|1|0|0|0|0|0
 Crocum ferri|120v|4|1|0|0|0|0|0|1|0
 Anatomy|120v|1|0|0|0|0|0|0|0|0
 Making silver run|120v|19|0|0|0|0|0|0|0|0
 Keeping dry flowers in the same state all year|120v|12|5|1|0|1|2|0|0|0
 |0121r|10|8|2|0|3|8|0|0|0
 For keeping fruits all year|0121r|8|4|0|0|0|1|0|0|0
 For casting in silver|121v|26|8|1|0|8|1|0|0|0
 Silver for casting|121v|21|8|2|0|1|0|1|0|0
 Arranging various animals|122r|5|7|0|2|0|0|0|0|0
 Flower in the mouth of the snake|122r|4|4|0|2|0|1|0|1|0
 Cleaning the bowl and the spoon with which one wets the sand|122v|3|6|0|0|0|0|0|0|0
 Molding hollow|122v|6|2|0|0|0|0|0|0|0
 Molding medals and flat things|122v|2|0|0|0|0|0|0|0|0
 A means di far correr otnegrac_123r_01|123r|29|13|4|0|24|0|0|1|0
 |123v|34|12|3|1|5|1|0|1|0
 Animals with hair and fragile and very thin flowers|124r|3|0|0|1|0|5|0|0|0
 Noyaulx for molding hollow|124r|2|1|0|0|0|0|0|0|0
 Spider’s web|124r|6|3|0|1|0|0|0|0|0
 Fine gold|124r|7|1|0|0|0|0|0|0|0
 Rouge clair @ enamelc_124v_02|124v|11|0|1|0|0|0|0|0|0
 Casting with gold|124v|19|9|1|0|1|0|0|0|0
 A means to make the gate for small female lizards|124v|8|4|0|2|1|0|0|0|0
 |125r|3|2|0|0|0|0|0|0|0
 Plaster|125r|17|3|0|0|0|0|1|0|0
 Scimitarsc_125r_03|125r|11|0|1|0|0|0|3|0|0
 Hearing from afar|125r|0|0|0|0|0|0|0|0|0
 Secret|125r|0|0|0|0|0|0|0|0|0
 Vipers and snakes|125v|0|0|0|9|0|0|0|0|0
 Molding turtles|125v|2|0|0|2|0|0|0|0|0
 Plaster for casting in wax|125v|12|2|0|0|0|0|0|0|0
 Molding fruits and animals in sugar|126r|26|10|0|0|3|15|0|0|0
 Crocum ferri|126v|13|2|0|0|2|0|0|0|0
 Plaster|126v|9|3|0|0|0|0|0|0|0
 Plants difficult to burn in the noyau|126v|5|4|0|0|0|3|0|0|0
 |127r|20|2|0|0|1|2|0|0|0
 Molds of plaster for wax|127r|6|4|0|0|0|0|0|0|0
 Founders’ earth|127v|39|31|3|0|0|0|0|0|0
 Casting in silver and gold|128r|29|24|0|0|3|1|0|0|0
 |128v|15|11|1|0|1|1|1|0|0
 Whitening of cast silver|128v|28|7|1|3|1|0|3|0|0
 Painting metal herbs|129r|5|0|0|0|0|1|0|0|0
 For wormseed|129r|6|0|0|0|0|1|0|0|0
 Viper color|129r|9|1|0|3|1|0|0|0|0
 Molded roses|129r|2|0|0|1|0|3|0|0|0
 Animals dried in the oven for a long time|129v|5|8|0|2|4|0|0|0|0
 Animals cast in copper|129v|2|0|0|0|0|0|0|0|0
 Advice about casting|129v|2|0|0|0|0|0|0|0|0
 Spider molded on a leaf|129v|21|11|0|8|0|4|0|0|0
 Animals dried in an oven|130r|6|7|0|2|0|0|0|0|0
 For reddening live crayfish, which will seem boiled|130r|2|0|0|1|0|0|0|0|0
 Molding a single spider|130r|4|1|0|2|0|2|0|0|0
 Molding a single vine leaf|130r|2|4|0|0|0|1|0|0|0
 Molding a crab|130v|3|4|0|3|0|0|0|0|0
 Stag beetle|130v|0|0|0|3|0|0|0|0|0
 For molding thin|130v|6|4|0|0|0|0|0|0|0
 Plants that are awkward to burn in the mold|131r|2|1|0|0|0|0|0|0|0
 Letters and molded paper|131r|6|1|0|0|0|0|0|0|0
 For adorning beds, mirrors, and suchlike|131r|6|1|0|0|0|0|0|0|0
 For teaching a dog well|131r|1|0|1|1|0|0|0|0|0
 Molded waxes|131r|12|3|0|0|0|0|0|0|0
 |131v|12|3|0|0|0|0|0|0|0
 When the cast of tin or lead becomes porous|131v|31|7|0|1|4|0|0|0|0
 |132r|5|1|0|0|0|0|0|0|0
 Mold made in two casts|132r|9|11|0|0|0|0|0|0|0
 Method for reheating the molds|132r|10|12|0|0|1|0|0|0|0
 |132v|0|0|0|0|0|0|0|0|0
 Common sand from the mine|132v|2|2|0|0|0|0|0|0|0
 Crocum ferri|132v|14|13|0|1|3|0|0|0|0
 Gilding animals cast in silver|132v|5|0|0|0|0|0|0|0|0
 Hard wax for imprinting seals|133r|5|0|1|0|1|0|0|0|0
 Feet of smalls lizards for gold and silver|133r|5|1|0|2|0|0|0|0|0
 Marks from the points of iron wire which are found on the head of the animal|133r|7|5|0|0|0|0|0|0|0
 Clamps and broken mold|133r|7|12|0|0|0|0|0|0|0
 Bubbles and little holes which are found in the mold|133v|2|4|0|0|0|0|0|0|0
 Thing that does not release|133v|3|10|0|1|0|0|0|0|0
 Various animals entwined|133v|6|4|0|9|0|0|0|0|0
 |134r|7|6|0|3|0|0|0|0|0
 For mending a pierced mold|134r|4|4|0|0|0|0|0|0|0
 Sand of crocum|134r|9|1|0|0|0|0|0|0|0
 For making ☀ run|134v|15|2|0|1|3|0|0|0|0
 For gold casts for large works|134v|5|5|0|0|0|0|0|0|0
 Secret for soldering gold and silver for small works|134v|16|1|0|0|0|1|0|0|0
 Couleurc_135r_01 for gold or mixture|135r|9|0|0|0|2|1|0|0|0
 Gate|135r|3|3|0|1|1|0|0|0|0
 Vine leaf and small frog|135r|6|3|0|3|0|4|0|0|0
 Casting in ☼|135v|26|16|1|0|3|1|0|0|0
 |136r|17|8|0|0|0|0|0|0|0
 DEsmEnamelling thin works|136r|2|1|1|0|0|0|0|0|0
 For casting with latten|136v|49|5|2|1|0|0|2|1|0
 For casting in red copper|137r|22|7|0|0|0|0|0|0|0
 Huile tingente to make metals run|137r|16|1|2|0|3|0|1|0|0
 Clamps|137r|1|4|0|0|0|0|0|0|0
 Tempering sand for molds of flat medals|137v|20|15|0|1|1|0|0|0|0
 |138r|26|14|0|4|0|0|1|0|0
 Talcum mixed in the molds|138v|3|4|0|0|0|0|0|0|0
 Gold cast very thinly|138v|9|5|1|1|0|2|0|0|0
 Counterfeitc_003r_02 diamonds put in a work|138v|10|2|0|0|0|1|0|0|0
 Casts of lead and tin|139r|36|26|0|4|9|1|0|0|0
 |139v|7|3|0|0|0|0|0|0|0
 Cast of wax to represent an animal that one has not got|139v|27|12|0|1|5|1|0|0|0
 |140r|19|13|0|1|6|0|0|0|0
 |140v|6|0|0|0|0|0|0|0|0
 For casting in sulfur|140v|5|1|0|0|0|0|0|0|0
 Molding and shrinking a large figure|140v|5|2|0|0|0|0|0|0|0
 Cast of lead and tin in plaster|140v|22|6|0|0|5|0|0|0|0
 Molding a crayfish|141r|15|5|1|11|0|2|0|0|0
 |141v|20|7|1|5|0|0|0|0|0
 |142r|15|19|0|10|0|0|0|0|0
 Molding grasshoppers and things too thin|142v|18|5|0|3|0|2|0|0|0
 Molds|142v|0|4|0|1|0|0|0|0|0
 Lute for luting your molds|142v|8|6|1|1|2|0|0|0|0
 Molding turtles|143r|9|2|0|8|0|1|2|0|0
 Molders from Foix|143r|5|2|1|0|0|0|1|0|0
 Toad|143r|1|1|0|1|0|0|0|0|0
 |143v|5|2|0|0|0|0|0|0|0
 Carcanets made à jour|143v|4|1|0|1|0|0|0|0|0
 Iron filings|143v|7|0|0|0|0|0|0|0|0
 Carnations|143v|1|0|0|0|0|1|0|0|0
 Turtles|144r|12|9|0|7|1|4|1|0|0
 |144v|23|22|0|10|0|0|0|0|0
 Casting in three frames|145r|1|6|0|0|0|0|0|0|0
 Cuttlefish bone|145r|18|11|0|1|1|0|0|0|0
 |145v|5|9|0|0|0|0|0|0|0
 Molding plants and flowers|145v|3|5|0|0|0|0|0|0|0
 Flowers|145v|7|11|0|0|0|0|0|0|0
 |146r|17|25|0|1|2|2|0|0|0
 Molding turtles|146v|16|8|0|6|0|0|1|0|0
 |147r|12|11|0|3|0|0|0|0|0
 +Cast of copper alloyed with ☾, which is like very base solder / ardc_147v_01 and old K and some Rc_147v_01 out of xii|147v|8|2|0|0|0|0|0|0|0
 Lute|147v|1|2|0|0|0|0|0|0|0
 Crucible|147v|0|4|0|0|1|0|0|0|0
 Cast of latten|147v|14|3|0|0|3|1|0|0|0
 |148r|2|1|0|0|0|0|0|0|0
 Beautiful color for latten|148r|4|1|0|0|0|2|0|0|0
 Whitening|148r|14|1|0|0|2|0|0|0|0
 Molding the foot of the bittern, or of the eagle, or of other birds for the foot of saltcellars or vases|148r|0|0|0|2|0|0|0|0|0
 Crocum ferri|148r|6|2|0|0|0|0|0|0|0
 Molding turtles|148v|3|21|0|3|2|0|0|0|0
 Softening iron and rendering it very soft|149r|8|1|0|1|1|0|1|0|0
 Base gold from Germany, electrum|149r|6|0|1|0|0|0|3|1|0
 Various arts from Germany|149r|6|2|1|0|0|0|1|0|0
 Repairing a medal|149r|2|0|0|0|0|0|0|0|0
 Molding vases in several pieces|149v|2|1|1|0|0|0|0|0|0
 Gold solder|149v|4|0|0|0|1|0|0|0|0
 Molding a fly|149v|3|0|0|5|0|2|0|0|0
 Bat|149v|2|1|0|1|0|0|0|0|0
 Very strong wax|150r|3|0|0|0|0|0|0|0|0
 Various alloys of tin and lead|150r|10|0|0|2|7|0|0|0|0
 Molds|150r|9|6|0|0|0|0|0|0|0
 Molding hollow|150v|20|26|0|1|3|0|0|0|0
 |151r|34|22|0|1|5|0|0|0|1
 |151v|6|20|0|7|2|0|0|0|0
 Wheat oil|151v|12|1|1|1|0|2|0|0|0
 Molding a rat|152r|17|9|0|14|1|6|1|0|1
 Repairing cast things|152v|19|19|1|0|0|0|0|0|0
 Molding hollow for seals or other things|153r|34|3|0|0|0|0|0|0|0
 Giving the thickness that you wish to a medal|153r|2|1|0|0|0|0|0|0|0
 |153v|19|14|0|0|0|2|0|0|0
 Testing the goodness and strength of a sand to be reheated|153v|0|1|0|0|0|0|0|0|0
 Making gold doux|153v|5|0|0|0|0|0|0|0|0
 Gold not being fixed|154r|6|0|0|0|0|0|0|0|0
 Cutting lead|154r|6|2|0|0|0|0|0|0|0
 Sweetening silver|154r|9|0|2|0|2|0|0|0|0
 Iron scales|154r|7|1|0|0|0|0|0|0|0
 Metal filings|154r|8|1|0|0|0|0|0|0|0
 Latten|154v|5|0|0|0|0|0|0|0|0
 Molding|154v|0|0|0|0|0|0|0|0|0
 The casting of silver|154v|9|1|0|0|0|0|0|0|0
 Reinforcing flowers and delicate things|154v|3|1|0|1|0|4|0|0|0
 Strawberries|154v|4|0|0|0|0|2|0|0|0
 Molding a rose|155r|18|7|0|0|0|13|0|0|0
