 rakes|039r|Pastel woad|p039r_2
 dyers' vat|039r|Pastel woad|p039r_2
 vat|039r|Pastel woad|p039r_2
 pinceau|039v|Tracing some history on glass|p039v_3
 linen cloths|039v|Tracing some history on glass|p039v_3
 pin|039v|Tracing some history on glass|p039v_3
 stick|039v|Tracing some history on glass|p039v_3
 steel awl|039v|Tracing some history on glass|p039v_3
 retort|040r|Aquafortis|p040r_2
 receptacle|040r|Aquafortis|p040r_2
 retort|040r|Aquafortis|p040r_2
 airbellow furnace|040v|Latten and calamine|p040v_2
 crucibles|040v|Latten and calamine|p040v_2
 bellow furnace|040v|Latten and calamine|p040v_2
 cendrée|040v|Metal|p040v_3
 retort|040v|Aquafortis|p040v_4
 luted|040v|Aquafortis|p040v_4
 ashes|040v|Aquafortis|p040v_4
 furnace|040v|Aquafortis|p040v_4
 retort|040v|Aquafortis|p040v_4
 top grate|040v|Aquafortis|p040v_4
 retort|040v|Aquafortis|p040v_4
 bottom grate|040v|Aquafortis|p040v_4
 sift|041r|Earth for casting, for founders|p041r_1
 marble|041r|Sand|p041r_03
 porphyry|041r|Sand|p041r_03
 forge|041v|Glassworkers' black|p041v_1
 mold of earth|042r|Founder|p042r_1
 stick|042r|Wax for seal and imprint|p042r_2
 pestle|042r|Wax for seal and imprint|p042r_2
 mold|042r|Wax for seal and imprint|p042r_2
 brush|042r|For casting in plaster|p042r_3
 piece of glass|042v|Pounced design for scratching satin|p042v_1
 pen-knife|042v|Pounced design for scratching satin|p042v_1
 marble|042v|Sand for casting|p042v_4
 vessel|042v|White varnish on plaster|p042v_6
 pestled|042v|White varnish on plaster|p042v_6
 pinceau|042v|White varnish on plaster|p042v_6
 spoon|043r|Purpurine|p043r_3
 glass sublimatorium|043r|Purpurine|p043r_3
 finger|043r|Purpurine|p043r_3
 pinceau|043r|White bronzing|p043r_4
 finger|043r|White bronzing|p043r_4
 lamp|043v|Pearls|p043v_2
 form|043v|Hail shot of the arquebus|p043v_4
 mouth|044v|Horsehair sieves|p044v_1
 reed|044v|Horsehair sieves|p044v_1
 reed|044v|Horsehair sieves|p044v_1
 reed|044v|Horsehair sieves|p044v_1
 small flat stick|044v|Horsehair sieves|p044v_1
 glass bottle|044v|Excellent water against the plague by Monsieur de Montorsin|p044v_2
 flaming red tile|044v|Excellent water against the plague by Monsieur de Montorsin|p044v_2
 vial|044v|White soporific oil|p044v_3
 glass bottle|044v|White soporific oil|p044v_3
 pestled|044v|Stucco|p044v_4
 pestled|044v|Stucco|p044v_4
 baton|045r|Loading an arquebus with a hail shot|p045r_1
 pipe|045r|Loading an arquebus with a hail shot|p045r_1
 baton|045r|Loading an arquebus with a hail shot|p045r_1
 pipe|045r|Loading an arquebus with a hail shot|p045r_1
 baton|045r|Loading an arquebus with a hail shot|p045r_1
 cutting-punch|045r|Loading an arquebus with a hail shot|p045r_1
 baton|045r|Loading an arquebus with a hail shot|p045r_1
 screw|045v|Loading an arquebus|p045v_1
 nut|045v|Loading an arquebus|p045v_1
 ramrod|045v|Loading an arquebus|p045v_1
 nut|045v|Loading an arquebus|p045v_1
 ramrod|045v|Loading an arquebus|p045v_1
 ramrod|045v|Loading an arquebus|p045v_1
 little ramrod|045v|Loading an arquebus|p045v_1
 smooth & well-leveled table|045v|For adjusting a crooked cannon|p045v_2
 very smooth string without knots|045v|For adjusting a crooked cannon|p045v_2
 plumb|045v|For adjusting a crooked cannon|p045v_2
 string|045v|For adjusting a crooked cannon|p045v_2
 walnut shell|046r|For the teeth, oil of sulfur|p046r_1
 small burin|046r|For the teeth, oil of sulfur|p046r_1
 quill|046v|Scribe, Oil of sulfur|p046v_1
 writing quill|046v|Shoemaker|p046v_2
 writing quill|046v|Erasing a letter|p046v_3
 quill|046v|Erasing a letter|p046v_3
 sponge|046v|Making letters à jour on paper and other work|p046v_5
 quill|046v|Making letters à jour on paper and other work|p046v_5
 retort|047r|For teeth|p047r_1
 spoonful|047r|Against diarrhea and dysentery|p047r_5
 pestled|047r|Against diarrhea and dysentery|p047r_5
 mold|047v|Founding|p047v_2
 crucibles for melting metal|047v|Founding|p047v_2
 those for glassmakers|047v|Founding|p047v_2
 lute|047v|Founding|p047v_2
 crucibles|047v|Founding|p047v_2
 pestled|047v|Founding|p047v_2
 Crucibles|047v|Crucibles|p047v_3
 luted|047v|Crucibles|p047v_3
 furnace|048r|Founder|p048r_1
 oven|048r|Excellent mustard|p048r_3
 tammy cloth|048r|Excellent mustard|p048r_3
 pestled|048r|Excellent mustard|p048r_3
 canvas|048r|Keeping birds and animals|p048r_4
 mold made of canvas|048r|Keeping birds and animals|p048r_4
 oven|048r|Keeping birds and animals|p048r_4
 varnished earthenware pot|048v|Extraction of regulus|p048v_1
 pick of wood or iron|048v|Extraction of regulus|p048v_1
 tile|048v|Extraction of regulus|p048v_1
 flat tile|048v|Extraction of regulus|p048v_1
 pot|048v|Extraction of regulus|p048v_1
 crucible|048v|Extraction of regulus|p048v_1
 grille|048v|Lead, tin|p048v_2
 stone molds|048v|Lead, tin|p048v_2
 copper mold|048v|Lead, tin|p048v_2
 mold|048v|Lead, tin|p048v_2
 marble|048v|Lead, tin|p048v_2
 square tile|048v|Lead, tin|p048v_2
 molds|049r|Casting of lead|p049r_1
 bodkins|049r|Casting of lead|p049r_1
 copper mold|049r|Casting of lead|p049r_1
 sieved|049r|Sand for lead casting|p049r_2
 sieved|049r|Another|p049r_3
 tin molds|049r|Pewterers|p049r_4
 copper molds engraved with a burin, or in stone, or in earth|049r|Pewterers|p049r_4
 burin|049r|Pewterers|p049r_4
 molds|049r|Pewterers|p049r_4
 tin molds|049r|Pewterers|p049r_4
 resin candles|049r|Pewterers|p049r_4
 pin|049v|Birds|p049v_1
 quite pointy feather|049v|Birds|p049v_1
 playing card|049v|Grain of lead|p049v_2
 pin|049v|Grain of lead|p049v_2
 needle|049v|Grain of lead|p049v_2
 cleft stick|049v|Grain of lead|p049v_2
 stick|049v|Grain of lead|p049v_2
 card|049v|Grain of lead|p049v_2
 dish|049v|Grain of lead|p049v_2
 vessel|049v|Grain of lead|p049v_2
 card|049v|Grain of lead|p049v_2
 stick|049v|Grain of lead|p049v_2
 sieve|049v|Grain of lead|p049v_2
 glass ampul|050r|Keeping fruit for the entire year|p050r_1
 quite even & table|050r|Keeping fruit for the entire year|p050r_1
 ampul|050r|Keeping fruit for the entire year|p050r_1
 bottle|050r|Keeping fruit for the entire year|p050r_1
 bottle|050r|Keeping fruit for the entire year|p050r_1
 stopper|050r|Keeping fruit for the entire year|p050r_1
 lute|050r|Keeping fruit for the entire year|p050r_1
 lute|050r|Keeping fruit for the entire year|p050r_1
 bottles|050r|Keeping fruit for the entire year|p050r_1
 vat full of water|050r|Keeping fruit for the entire year|p050r_1
 bottles|050r|Keeping fruit for the entire year|p050r_1
 basket|050r|Keeping fruit for the entire year|p050r_1
 weights|050r|Keeping fruit for the entire year|p050r_1
 paper|050r|Molding|p050r_2
 medal|050r|Molding|p050r_2
 paper|050r|Molding|p050r_2
 medal|050r|Molding|p050r_2
 stick|050r|Molding|p050r_2
 paper|050r|Molding|p050r_2
 stick|050r|Molding|p050r_2
 pinceau|050r|Molding|p050r_2
 paper|050r|Molding|p050r_2
 paper|050r|Molding|p050r_2
 carton|050r|Molding|p050r_2
 papier collé|050r|Molding|p050r_2
 lime-twigs|050v|Small birds|p050v_1
 cages|050v|Small birds|p050v_1
 pestle|050v|Small birds|p050v_1
 files|050v|Curried steel and files|p050v_2
 files|050v|Curried steel and files|p050v_2
 pot|050v|Curried steel and files|p050v_2
 tooth|051r|Counterproofing|p051r_1
 bottom of a glass|051r|Counterproofing|p051r_1
 pinceau|051r|Counterproofing|p051r_1
 quill|051r|Counterproofing|p051r_1
 burnisher|051r|Counterproofing|p051r_1
 printing plates|051r|Cutters of printing plates|p051r_2
 copper plates|051r|Cutters of printing plates|p051r_2
 rollers|051r|Cutters of printing plates|p051r_2
 copper plates|051r|Cutters of printing plates|p051r_2
 wood blocks|051r|Cutters of printing plates|p051r_2
 wood block|051r|Cutters of printing plates|p051r_2
 copper plates|051r|Cutters of printing plates|p051r_2
 rollers|051r|Cutters of printing plates|p051r_2
 plates|051r|Cutters of printing plates|p051r_2
 linens|051r|Cutters of printing plates|p051r_2
 pot|051r|Cutters of printing plates|p051r_2
 marble|051v||p051r_2
 plate|051v||p051r_2
 plates|051v||p051r_2
 piece of white paper|051v||p051r_2
 paper|051v||p051r_2
 plates|051v||p051r_2
 linencloth|051v||p051r_2
 fingertip|051v||p051r_2
 plate|051v||p051r_2
 piece of white paper|051v||p051r_2
 paper|051v||p051r_2
 piece ofpaper|051v||p051r_2
 plate|051v||p051r_2
 piece of paper|051v||p051r_2
 small smooth table|051v||p051r_2
 piece of felt|051v||p051r_2
 sheets of paper|051v||p051r_2
 wet napkins|051v||p051r_2
 plate|051v||p051r_2
 paper|051v||p051r_2
 felt|051v||p051r_2
 rollers|051v||p051r_2
 plate|051v||p051r_2
 plate|051v||p051r_2
 rollers|051v||p051r_2
 large glass mattras|052r|The work done in Algiers|p052r_1
 pitcher|052r|The work done in Algiers|p052r_1
 earthen jug|052r|The work done in Algiers|p052r_1
 luted|052r|The work done in Algiers|p052r_1
 mattras|052r|The work done in Algiers|p052r_1
 mattras|052r|The work done in Algiers|p052r_1
 bottle|052r|The work done in Algiers|p052r_1
 lute|052r|The work done in Algiers|p052r_1
 bottle|052r|The work done in Algiers|p052r_1
 pincers|052v||p052r_1
 mortar|052v||p052r_1
 ℥|052v||p052r_1
 bottle|052v|Colors|p052v_2
 stoppered|052v|Colors|p052v_2
 bottle|052v|Colors|p052v_2
 vise|053r|Soldering a vise|p053r_1
 vise|053r|Soldering a vise|p053r_1
 nut|053r|Soldering a vise|p053r_1
 bolt|053r|Soldering a vise|p053r_1
 bolt|053r|Soldering a vise|p053r_1
 hammer|053r|Soldering a vise|p053r_1
 bolt|053r|Soldering a vise|p053r_1
 cuttlefish bone|053r|Casting of lead|p053r_3
 fir box|053v|Silkworms|p053v_1
 feather cushions|053v|Silkworms|p053v_1
 shelves|053v|Silkworms|p053v_1
 chafing dishes & with glowing charcoal|053v|Silkworms|p053v_1
 hand|053v|Silkworms|p053v_1
 high shelves|054r||p053v_1
 fingernail|054r||p053v_1
 white linen|054r||p053v_1
 tub|054v||p054v_1
 sticks|054v||p054v_1
 sieve made of strings|054v||p054v_1
 vessels|054v||p054v_1
 tub|054v||p054v_1
 chafing-dish|054v||p054v_1
 tub|054v||p054v_1
 sheet|054v||p054v_1
 lit hay|054v|For disguising a horse|p054v_4
 socket|055r|For firing a gun without noise|p055r_1
 ramrod|055r|For firing a gun without noise|p055r_1
 pestled|055r|Against wounds|p055r_3
 glass bottle|055r|Onenev elbirro hcihwc_055r_03 sllik fi eno spets no a draob ro a purrits|p055r_4
 bottle|055r|Onenev elbirro hcihwc_055r_03 sllik fi eno spets no a draob ro a purrits|p055r_4
 long stick|055v||p055r_4
 top|055v|Another for waters|p055v_1
 pestling|055v|For casting|p055v_4
 sieve|055v|For casting|p055v_4
 stick|056r|Excellent tempering bath for the body of cuirasses|p056r_1
 muid|056r|Excellent tempering bath for the body of cuirasses|p056r_1
 vessel|056r|Excellent tempering bath for the body of cuirasses|p056r_1
 big cauldron|056r|Excellent tempering bath for the body of cuirasses|p056r_1
 cauldron|056r|Excellent tempering bath for the body of cuirasses|p056r_1
 cauldron|056r|Excellent tempering bath for the body of cuirasses|p056r_1
 muid|056r|Excellent tempering bath for the body of cuirasses|p056r_1
 marble|056v|Painter|p056v_1
 knife|056v|Painter|p056v_1
 palettes|056v|Painter|p056v_1
 feather|056v|Painter|p056v_1
 pinceau|056v|Painter|p056v_1
 knife|056v|Painter|p056v_1
 pinceau|056v|Painter|p056v_1
 pinceau|056v|Painter|p056v_1
 pinceau|056v|Painter|p056v_1
 pinceau|056v|Painter|p056v_1
 marbles|057r||p056v_1
 vessel|057r||p056v_1
 pinceaulx|057r||p056v_1
 knife|057r||p056v_1
 marble|057r||p056v_1
 small even board|057v|Sheath maker|p057v_1
 press|057v|Sheath maker|p057v_1
 crayons|057v|Painter|p057v_2
 cotton|058r||p057v_2
 fabric of Cambray|058r||p057v_2
 cotton|058r||p057v_2
 longs pinceaux|058v|In fresco|p058v_3
 Pinceaulx|058v|Pinceaulx|p058v_5
 handle of pinceaulx|058v|Pinceaulx|p058v_5
 small rods to rest their hand when they are painting|058v|Pinceaulx|p058v_5
 pinceaulx which have a firm point|058v|Pinceaulx|p058v_5
 pinceau|058v|Pinceaulx|p058v_5
 quill|058v|Pinceaulx|p058v_5
 pinceau|058v|Pinceaulx|p058v_5
 pinceau|058v|Pinceaulx|p058v_5
 pinceau|059r||p058v_5
 palette|059r||p058v_5
 knife point|059r||p058v_5
 palette|059r||p058v_5
 pinceau|059r|Azure|p059r_2
 tip of a knife|059v|Mending the cracks in a panel|p059v_6
 pinceau|060r|First whitening of a panel|p060r_1
 broisse|060r|First whitening of a panel|p060r_1
 knife|060r|First whitening of a panel|p060r_1
 vial|060r|Oil|p060r_3
 sieve|060v|Varnish dry in an hour|p060v_1
 stick|060v|Varnish dry in an hour|p060v_1
 knife|060v|Varnish dry in an hour|p060v_1
 oil pinceaulx|060v||p060v_3
 tip of the pinceau|060v|Work of the Flemish|p060v_5
 pinceau|060v|Work of the Flemish|p060v_5
 point of the pinceau & the rest with the flat part|061r|Rounding off|p061r_2
 point of the dry & flattened pinceau|061r|Rounding off|p061r_2
 pinceau|061r|Lights|p061r_4
 bottle|061v|Water to give light for the painter|p061v_1
 candle|061v|Water to give light for the painter|p061v_1
 pinceaulx composed of two or three ratwhiskers|061v|Frames of theGermans|p061v_2
 palette|061v|Azur d’esmail in oil|p061v_3
 fairly large pinceau|061v|Azur d’esmail in oil|p061v_3
 pinceau|061v|Azur d’esmail in oil|p061v_3
 tip of the pinceau|061v|Azur d’esmail in oil|p061v_3
 pinceau|061v|Azur d’esmail in oil|p061v_3
 ruler|062r|Perspectives|p062r_1
 knife|062r|Drawing|p062r_4
 charcoal|062r|Drawing|p062r_4
 charcoal|062r|Drawing|p062r_4
 charcoal|062r|Drawing|p062r_4
 charcoal|062r|Drawing|p062r_4
 charcoal|062r|Drawing|p062r_4
 pinceau|062r|Drawing|p062r_4
 eye|062v|Drawing|p062v_1
 compass|062v|Drawing|p062v_1
 ruler|062v|Drawing|p062v_1
 ruler|062v|Perspective|p062v_2
 rulers|062v|Perspective|p062v_2
 ruler|062v|Perspective|p062v_2
 ruler|062v|Perspective|p062v_2
 ruler|062v|Perspective|p062v_2
 tip of another ruler|062v|Perspective|p062v_2
 screw|062v|Perspective|p062v_2
 ruler|062v|Perspective|p062v_2
 compass|062v|Perspective|p062v_2
 judgement of the eye|062v|Perspective|p062v_2
 ruler|062v|Perspective|p062v_2
 plumb lines|062v|Perspective|p062v_2
 thread|062v|Perspective|p062v_2
 hook|062v|Perspective|p062v_2
 thread|062v|Perspective|p062v_2
 easel|062v|Panel|p062v_3
 vessel|063r|Casting|p063r_3
 molds of iron & copper|063r|Casting|p063r_3
 crucible|063r|Casting|p063r_3
 spatula|063r|Verdigris and another very beautiful bright green|p063r_6
 marble|063r|Verdigris and another very beautiful bright green|p063r_6
 compass|064r|Eye|p064r_8
 pinceau|064v|Apprenticeship of the painter|p064v_1
 palette|064v|Softening|p064v_3
 ruler|064v|Straight lines|p064v_4
 Mirror|065r|Mirror|p065r_3
 cristallin mirror|065r|Mirror|p065r_3
 mirror|065r|Mirror|p065r_3
 candle|065r|Mirror|p065r_3
 mirror|065r|Mirror|p065r_3
 pinceau|065r|Greasy colors|p065r_4
 pestled|065r|Greasy colors|p065r_4
 stick|065v|Painting large figures|p065v_2
 oil pinceaulx|065v|Primingc_065v_04|p065v_7
 sponge|066r|Painting in distemper on wood|p066r_3
 pinceaulx for oil|066r|Gilding molding for panels with or mat|p066r_5
 feather|066r|Gilding molding for panels with or mat|p066r_5
 cotton|066r|Gilding molding for panels with or mat|p066r_5
 pinceaulx for oil|066r|Gilding molding for panels with or mat|p066r_5
 tooth|066r|Gilding molding for panels with or mat|p066r_5
 cotton|066r|Gilding molding for panels with or mat|p066r_5
 pinceaulx|066v||p066r_5
 oven|066v|For preventing teats from swelling d or to diminish overly large ones|p066v_1
 linens soaked with water from a honey beehive|066v|For preventing teats from swelling d or to diminish overly large ones|p066v_1
 pan|066v|For attracting pigeons|p066v_2
 Pinceaulx|066v|Pinceaulx|p066v_4
 thread|067r||p066v_4
 pinceaulx|067r||p066v_4
 Bellows furnace|067r|Bellows furnace|p067r_3
 bellows|067r|Bellows furnace|p067r_3
 bellows|067r|Bellows furnace|p067r_3
 Files|067v|Files|p067v_1
 square files|067v|Files|p067v_1
 soft files|067v|Files|p067v_1
 files|067v|Files|p067v_1
 files|067v|Files|p067v_1
 pinceau|067v|Bones of the foot of oxen for sand|p067v_2
 alembic|067v|Huiles d'essence|p067v_3
 burnished|068r|Fanciful tables|p068r_1
 pestled|068r|Casting|p068r_3
 frame mold|068r|Casting|p068r_3
 frame|068r|Casting|p068r_3
 Pestled|068r|Casting|p068r_3
 fingers|068v||p068r_3
 pestle|068v||p068r_3
 metal mortar|068v||p068r_3
 iron one|068v||p068r_3
 marble|068v||p068r_3
 porphyry|068v||p068r_3
 fingernail|068v||p068r_3
 frame|068v||p068r_3
 wax candle|068v||p068r_3
 marble|068v||p068r_3
 paper|068v||p068r_3
 crucible|068v||p068r_3
 frame|068v||p068r_3
 pestled|068v||p068r_3
 paper|068v||p068r_3
 straw|068v||p068r_3
 hands|069r|Sand|p069r_2
 fingers|069r|Sand|p069r_2
 fingers|069r|Sand|p069r_2
 pestled|069r|Sand|p069r_2
 double sieve|069r|Sand|p069r_2
 linen sleeve|069r|Sand|p069r_2
 marble|069r|Sand|p069r_2
 linen|069r|Sand|p069r_2
 knife|069v||p069r_2
 card|069v||p069r_2
 frames|069v||p069r_2
 paper|070r||p069r_2
 pestled|070r||p069r_2
 frame|070r||p069r_2
 pestles|070r||p069r_2
 skillet|070r||p069r_2
 double sieve|070r||p069r_2
 pestled|070r||p069r_2
 crucible|070v||p069r_2
 tin pot|071r|Mulled and sugared wine|p071r_3
 burning paper|071r|Mulled and sugared wine|p071r_3
 vessel|071r|Mulled and sugared wine|p071r_3
 vessel|071r|Mulled and sugared wine|p071r_3
 horn|071r|Weary horses|p071r_4
 pot|071v|Varnish|p071v_1
 chafing dish|071v|Varnish|p071v_1
 small stick split and quartered at the tip|071v|Varnish|p071v_1
 wood|071v|Spider|p071v_3
 frame|072r|Casting in copper|p072r_2
 board|072r|Casting in copper|p072r_2
 marble|072r|Casting in copper|p072r_2
 mold|072r|Casting in copper|p072r_2
 frame|072r|Casting in copper|p072r_2
 furnace|072r|Casting in copper|p072r_2
 bellows|072r|Casting in copper|p072r_2
 furnace|072r|Casting in copper|p072r_2
 tile|072r|Casting in copper|p072r_2
 mollettes|072r|Casting in copper|p072r_2
 crooked iron|072r|Casting in copper|p072r_2
 latten wirebrush|072r|Casting in copper|p072r_2
 tin dish|072v|Casting|p072v_1
 fingers|072v|Casting|p072v_1
 shirt sleeve|072v|Casting|p072v_1
 frame|072v|Casting|p072v_1
 finger|072v|Casting|p072v_1
 well smooth table|072v|Casting|p072v_1
 pegs|072v|Casting|p072v_1
 Cuttlefish bone|072v|Casting|p072v_1
 frame|072v|Casting|p072v_1
 hammer|072v|Casting|p072v_1
 wirebrush|072v|Casting|p072v_1
 molds|072v|Casting|p072v_1
 pan|073r|For ridding bone or horn of fattiness|p073r_3
 pot|073r|For ridding bone or horn of fattiness|p073r_3
 goldsmith's water pot|073r|For ridding bone or horn of fattiness|p073r_3
 stoneware vessel|073r|For making gray wood|p073r_4
 iron mortar|073r|For making bronze in gold color|p073r_5
 pot|073v|Varnish|p073v_2
 vial|073v|Varnish|p073v_2
 small oven of tiles|073v|Color of burnished copper|p073v_4
 pot|073v|Color of burnished copper|p073v_4
 oven|073v|Color of burnished copper|p073v_4
 pestle|074r|For bronzing white|p074r_1
 mortar|074r|For bronzing white|p074r_1
 marble|074r|For bronzing white|p074r_1
 pot|074r|For making vermilion|p074r_2
 leaded pot|074r|For making vermilion|p074r_2
 earthen pot|074r|For making varnish|p074r_3
 spoon|074r|For making varnish|p074r_3
 pestled|074r|For making varnish|p074r_3
 cloth that is woven tight enough|074v||p074r_3
 palm|074v|For making yellow varnish|p074v_2
 pestled|074v|Recipe for white gum|p074v_3
 pot|074v|Recipe for white gum|p074v_3
 spatula of wood|074v|Recipe for white gum|p074v_3
 marble|075r|Bronze of copper|p075r_2
 pot|075r|Bronze like tin|p075r_3
 marble|075r|Bronze like tin|p075r_3
 glass vial|075r|For making aquafortis|p075r_4
 marble|075r|Or moulu|p075r_5
 shell|075r|Or moulu|p075r_5
 knife|075v|For gilding on wood|p075v_2
 cotton|075v|For gilding on wood|p075v_2
 chafing-dish|075v|For gilding on wood|p075v_2
 pinsseau|075v|For gilding with or moulu|p075v_3
 wolf's tooth|075v|For gilding with or moulu|p075v_3
 leaded pot|076r|For making wood green|p076r_1
 pot|076r|For making wood green|p076r_1
 dung heap|076r|For making wood green|p076r_1
 pot|076r|For making wood red|p076r_2
 mortar|076v|For making very beautiful gold color & of little expense|p076v_1
 glass vial|076v|For making very beautiful gold color & of little expense|p076v_1
 paper|076v|For gilding iron or tin|p076v_4
 bowl|077r|Medicine of the orientals against all maladies|p077r_2
 lit charcoal|077r|Medicine of the orientals against all maladies|p077r_2
 pinceau|077r|Recipe for making bronze and varnish of many sorts|p077r_4
 mortar|077r|Recipe for making bronze and varnish of many sorts|p077r_4
 glass vial|077v||p077r_4
 pestled|077v||p077r_4
 glass vial|077v||p077r_4
 vial|077v||p077r_4
 earthen pot|077v|Another approved varnish|p077v_1
 earthen pot|078r||p077v_3
 cloth|078r||p077v_3
 stick|078r|Another varnish|p078r_1
 glass vial|078r|Another varnish|p078r_1
 pinceau|078r|Another varnish|p078r_1
 earthen vessel|078r|For making green trwood|p078r_3
 iron mortar|078v|For making bronze in steel color|p078v_1
 marble|078v|For making bronze in steel color|p078v_1
 pinceau|078v|For making bronze in steel color|p078v_1
 tooth of a wolf or dog|078v|For making bronze in steel color|p078v_1
 stone mortar|078v|For making bronze in gold color|p078v_2
 pinceau|078v|For making bronze in gold color|p078v_2
 tooth of a wolf or dog|078v|For making bronze in gold color|p078v_2
 marble|078v|For making bronze|p078v_4
 vessel|078v|For making bronze|p078v_4
 white cloth|079r|For making water for disease of the eyes|p079r_2
 very clean glass|079r|For making water for disease of the eyes|p079r_2
 cloth|079r|For making water for disease of the eyes|p079r_2
 finger|079r|For making water for disease of the eyes|p079r_2
 spoon|079r|For making bronze in gold color|p079r_3
 pestle|079r|For making bronze in gold color|p079r_3
 mortar|079r|For making bronze in gold color|p079r_3
 earthenpot|079v||p079r_3
 crucible|079v|Mixture for printers|p079v_4
 four à vent|079v|Mixture for printers|p079v_4
 crucible|079v|Mixture for printers|p079v_4
 reinforced firkin|080r|Petard|p080r_1
 gimlets|080r|Petard|p080r_1
 pipe|080r|Fountains|p080r_3
 pipe|080r|Fountains|p080r_3
 pipe|080r|Fountains|p080r_3
 pipe|080r|Fountains|p080r_3
 pipe|080r|Fountains|p080r_3
 cornet|080r|Fountains|p080r_3
 carton|080v|Founders of small works @ of tin|p080v_1
 compass|080v|Founders of small works @ of tin|p080v_1
 molds|080v|Founders of small works @ of tin|p080v_1
 mold|080v|Founders of small works @ of tin|p080v_1
 linen|080v|Founders of small works @ of tin|p080v_1
 mold|080v|Founders of small works @ of tin|p080v_1
 linen|080v|Founders of small works @ of tin|p080v_1
 borer|080v|Founders of small works @ of tin|p080v_1
 mold|080v|Founders of small works @ of tin|p080v_1
 a piece of cork|080v|Founders of small works @ of tin|p080v_1
 mold|080v|Founders of small works @ of tin|p080v_1
 pegs|080v|Founders of small works @ of tin|p080v_1
 frame|080v|Founders of small works @ of tin|p080v_1
 frame|080v|Founders of small works @ of tin|p080v_1
 frames|080v|Founders of small works @ of tin|p080v_1
 table is quite flat|080v|Founders of small works @ of tin|p080v_1
 frame|081r|Sand|p081r_1
 very fine linen|081r|Sand|p081r_1
 iron or metal skillet|081r|Plaster|p081r_3
 iron rod|081r|Plaster|p081r_3
 mold|081r|Plaster|p081r_3
 pestle|081r|Cartonc_081r_04|p081r_4
 linen|081r|Cartonc_081r_04|p081r_4
 tooth|081r|Cartonc_081r_04|p081r_4
 frame|081v|Making copper and latten run|p081v_2
 lute|081v|Making copper and latten run|p081v_2
 sleeve|081v|Sand|p081v_3
 Frame|081v|Frame casting|p081v_4
 Lute|081v|Frame casting|p081v_4
 frame|081v|Frame casting|p081v_4
 frame|081v|Frame casting|p081v_4
 mold|081v|Frame casting|p081v_4
 mold|081v|Frame casting|p081v_4
 frame|081v|Frame casting|p081v_4
 Frame|082r|Frame|p082r_2
 frames|082r|Frame|p082r_2
 compass|082r|Clockmakers|p082r_4
 compass|082r|Clockmakers|p082r_4
 prick|082r|Clockmakers|p082r_4
 lead mold|082v|Casting lead in lead|p082v_2
 candle|082v|Casting lead in lead|p082v_2
 crucible|082v|Method of casting in bronze|p082v_4
 forge|082v|Method of casting in bronze|p082v_4
 bellows|082v|Method of casting in bronze|p082v_4
 crucible|082v|Method of casting in bronze|p082v_4
 grate|082v|Method of casting in bronze|p082v_4
 crucible|082v|Method of casting in bronze|p082v_4
 bellows|082v|Method of casting in bronze|p082v_4
 crucible|082v|Method of casting in bronze|p082v_4
 lute|082v|Method of casting in bronze|p082v_4
 bellows|082v|Method of casting in bronze|p082v_4
 crucible|082v|Method of casting in bronze|p082v_4
 wood stick|082v|Method of casting in bronze|p082v_4
 crucible|082v|Method of casting in bronze|p082v_4
 iron slab|082v|Method of casting in bronze|p082v_4
 crucible|082v|Method of casting in bronze|p082v_4
 forge|083r|Sand @ for lead|p083r_1
 pestled|083r|Sand for copper medals|p083r_2
 porphyry|083r|Sand for copper medals|p083r_2
 sieved|083r|Another sand|p083r_3
 furnace|083r|Another sand|p083r_3
 pestled|083r|Another for lead|p083r_4
 pot|083r|Another for lead|p083r_4
 crucible|083r|Excellent sand|p083r_6
 double sieve|083r|Excellent sand|p083r_6
 mold|083r|Excellent sand|p083r_6
 frame|083v|Molding in relief on one part and hollow on the other.|p083v_2
 frame|083v|Molding in relief on one part and hollow on the other.|p083v_2
 frame|083v|Molding in relief on one part and hollow on the other.|p083v_2
 press|083v|Molding in relief on one part and hollow on the other.|p083v_2
 hands|083v|Molding in relief on one part and hollow on the other.|p083v_2
 frames|083v|Molding in relief on one part and hollow on the other.|p083v_2
 pegs|083v|Molding in relief on one part and hollow on the other.|p083v_2
 frame|083v|Molding in relief on one part and hollow on the other.|p083v_2
 Bellows|083v|Bellows|p083v_3
 bellows|083v|Bellows|p083v_3
 bellows|083v|Bellows|p083v_3
 furnace|083v|Bellows|p083v_3
 grille|083v|Bellows|p083v_3
 four à vent|083v|Bellows|p083v_3
 furnace|083v|Bellows|p083v_3
 bellows|083v|Bellows|p083v_3
 oven|084r||p084r_2
 mold|084r||p084r_2
 pestle|084r||p084r_2
 sieve|084r||p084r_2
 common sieve|084r||p084r_2
 marble|084r|Eau magistra|p084r_3
 mold|084r|Eau magistra|p084r_3
 pestled|084r|Sand from a mine in Thoulouse|p084r_5
 copper kettle|084r|Sand from a mine in Thoulouse|p084r_5
 porphyry|084v|Sand|p084v_1
 fingers|084v|Sand|p084v_1
 porphyry|084v|Sand|p084v_1
 frame|084v|Sand|p084v_1
 porphyry|084v|Sand for lead, the most excellent of all, for high and low reliefs|p084v_4
 knife|084v|Sand for lead, the most excellent of all, for high and low reliefs|p084v_4
 knife|084v|Sand for lead, the most excellent of all, for high and low reliefs|p084v_4
 very clean & smooth table|085r||p084v_4
