folder,Folio,Entry ID,Comment ID,TC,TCN,TL,Comment,Comment-edit,Category,Commenter,Comment Date,M&K team member copying comments,Date checked,Notes,<comment>c_104v_01</comment>
p007v,p007v,p007v_3,c_007v_05,X,,,"Pamela Smith : Michael Stolberg says this is not gonhorrea, but gout. Gonhorrea is not a painful disease whereas gout is.",,,PHS,7/2/2018,THU & Charlotte,8/23/2018,,
p007v,p007v,p007v_4,c_007v_06,,,X,"Aqua fabrorum (""smiths' water"", i.e. water in which smiths have quenched hot metal) was a known ingredient in surgical remedies. See Juhani Norri, Dictionary of Medical Vocabulary in English, 1375–1550. (Link: https://books.google.com/books?id=madTDAAAQBAJ&lpg=PA1213&ots=M2xfVOA38J&dq=%22aqua%20fabrorum%22&pg=PA1213#v=onepage&q=%22aqua%20fabrorum%22&f=false).",,,PHS,7/2/2018,THU & Charlotte,8/23/2018,,
p008r,p008r,p008r_2,c_008r_01,,,X,"Robert Norton, The Gunner (1628) has ""artificial fireworks""",,,TT,7/12/2018,THU & Charlotte,8/23/2018,,
p008r,p008r,p008r_3,c_008r_02,,,X,common practice at this time for an armorer to test or proof armer against an arquebus or pistol,,,JT,7/13/2018,THU & Charlotte,8/23/2018,,
p008r,p008r,p008r_3,c_008r_03,,,X,here this means to quench,,,TT,7/12/2018,THU & Charlotte,8/23/2018,,
p008r,p008r,p008r_4,c_008r_04,,,X,"This type of mortar is known in English as a petard (PB, see OED)",,,TT,7/12/2018,THU & Charlotte,8/23/2018,,
p008v,p008v,p008v_2,c_008v_01,,,X,"suggestion: ""de départ"" = ""as is"", i.e. without the previous calcining step [NB silver can be resolved with aqua fortis, whereas gold cannot, and thus requires calcination]",,,TT,6/29/2017,THU& Divya,8/23/2018,,
p008v,p008v,p008v_5,c_008v_02,,,x,"A particular type of potters' clay or earth for making stoneware vessels, or the stoneware vessels themselves.",,,,,,,,
p009r,p009r,p009r_1,c_009r_01,,,X,"PHS: a kind of barley

THU : see footnote 1 on p. 15 for both ""pomole"" and ""baillard"" http://www.persee.fr/doc/jatba_0021-7662_1958_num_5_1_2452

TT: also see Littré: a variety of common barley, of which a very coarse bread is made, especially in the South of France.",,,THU,7/3/2018,THU& Divya,8/23/2018,,
p009r,p009r,p009r_1,c_009r_02,,,X,"MHS: As opposed to Gascogne. ""France"" is often used meaning the central and northern parts of France now limited to what is known as the ""Ile-de-France"" region)",,,MHS,7/3/2018,THU& Divya,8/23/2018,,
p009v,p009v,none,,,,,,,,,,THU& Divya,8/23/2018,,
p010r,p010r,,unanchored,X,,,"Problem 

TC: This is a very odd block. It's placement is ""top"" which would put it the the top center of the page, but it is actually below the heading for the div it is in. I suppose it could be moved there. It wouldnt be clear that it is actually not the first logical block of the div, but I'm not sure how to indicate that unless to use <add> to indicate that it is ""additional"" and not part of the flow of the text.

THU: I think this should be turned into an <add> rather than a margin. That would solve the placement problem, and by putting it as its own <ab>, Nick's new style of spacing after all <ab>s should set it off accordingly.",,,THU,8/23/2018,THU& Divya,8/23/2018,,
p010v,p010v,none,,,,,,,,,,THU& Divya,8/23/2018,,
p011r,p011r,p011r_1,c_011r_01,,,X,"""ash"", ""flower"", and ""the subtlest part"" are all grades of azure.",,,THU,6/20/2017,THU& Divya,8/23/2018,,
p011v,p011v,p011v_3,c_011v_01,,,X,"TT: Occitan term, could be sword-maker or furbisher.
JT: furbisher rather than sword-maker, since this is about a finish rather than forging a blade.",,,TT,7/12/2018,THU& Divya,8/23/2018,,
p012r,p012r,,unanchored,X,,,"Task assigned to TC 

PHS: +catapanoth@gmail.com 
Fix this, please...the marginal note is not rendering in the staged edition

TC: I cant see why this markup wouldn't be showing unless the presence of the figure is throwing things off in the edition rendering code. It's otherwise structurally the same as the margin blocks in the previous divs.in the folio. I'll have to investigate the rendering code and ask Nick.",,,TC,4/27/2018,THU& Divya,8/23/2018,,
p012v,p012v,p012v_3,c_012v_01,X,,,Author's marginal correction,,,MHS,6/24/2014,THU& Divya,8/23/2018,,
p012v,p012v,p012v_3,c_012v_02,X,X,X,"""Cornaline"" written backwards. According to Cotgrave, ""cornaline"" was used in contemporary English, denoting a flesh-coloured stone. This is likely what we would now call carnelian.",,,TT,4/30/2019,,,,
p013r,p013r,p012v_3,c_013r_01,,,X,"Like the French ""souldouers"", ""solders"" can be both <m> and <tl>",,,JCB,6/30/2017,THU& Divya,8/23/2018,,
p013v,p013v,p013v_4,c_013v_01,X,,,"ϋον (o uon, The swine). AB.
Marc Smith: Latin transliteration based on 16th-c. (modern Greek) pronunciation.",,,SK,6/19/2017,THU& Divya,8/23/2018,,
p014r,p014r,p014r_1,c_014r_01,,,X,"PB : See Daniela Lamberini, Il Sanmarino, Giovan Battista Belluzzi, architetto militare e trattatista del Cinque cento, Olschki Florence, 2007. Quoting Belluzzi's manuscript on earth fortification of about 1550. <see also Daniela Lamberini, Il Trattato delle fortificazione di terra, >Olschki L.S., 2007..",,,PB,7/14/2018,THU& Divya,8/23/2018,,
p014r,p014r,p014r_1,c_014r_02,,,X,Word omitted (no blank space).,,,CC,7/10/2018,THU& Divya,8/23/2018,,
p014r,p014r,p014r_1,c_014r_01,,X,,"PB : See Daniela Lamberini, Il Sanmarino, Giovan Battista Belluzzi, architetto militare e trattatista del Cinque cento, Olschki Florence, 2007. Quoting Belluzzi's manuscript on earth fortification of about 1550. <see also Daniela Lamberini, Il Trattato delle fortificazione di terra, >Olschki L.S., 2007..",,,PB,7/14/2018,THU& Divya,8/23/2018,,
p014r,p014r,p014r_1,c_014r_02,,X,,Word omitted (no blank space).,,,MHS,7/6/2018,THU& Divya,8/23/2018,,
p014v,p014r,p014r_1,c_014r_05,X,,,"NM: Incertain. Author seemingly refering to a S-shaped movement. To clarify.

MHS: Or the way in which the branches should be laid down (between successive layers of mud?).",,,MHS,6/9/2017,THU& Divya,8/23/2018,,
p014v,p014v,none,,,,,,,,,,THU& Divya,8/23/2018,,
p015r,p015r,p015r_1,c_015r_01,X,,,"Jenny Boulboulle
Jan 10, 2016
The script of the first recipe looks different, more elaborate with no strike-throughs, from the scripts of the other two recipe's on casting.",,,ML,7/4/2018,THU& Divya,8/23/2018,,
p015r,p015r,p015r_1,c_015r_02,X,,,"Marc Smith
Aug 10, 2014
-oubs corrected over: -us",,,ML,7/4/2018,THU& Divya,8/23/2018,,
p015r,p015r,p015r_1,c_015r_03,X,,,decorated letter in the loop of the long -s,,,LH,6/19/2014,THU& Divya,8/23/2018,,
p015v,p015v,p015v_5,c_015v_01,,,X,"Note the specific meaning of this in 16th-c medical understanding: it implies the underlying pathology, referring to morbid humour that flowed down into the ears",,,PHS,11/12/2016,THU& Divya,8/23/2018,,
p015v,p015v,p015v_5,c_015v_02,,,X,"English proverb: ""You shouldn't put anything in your ear that's smaller than your elbow,"" but doesn't mention eyes.",,,PHS,6/11/2016,THU& Divya,8/23/2018,,
p015v,p015v,p015v_6,c_015v_03,,,X,Contraction of vitis alba = white briony. See vocabulary.,,,TT,7/2/2018,THU& Divya,8/23/2018,,
p015v,p015v,p015v_3,c_015v_04,X,,,"""uit"" under inkblot",,,PHS,6/11/2016,THU& Divya,8/23/2018,,
p015v,p015v,p015v_5,c_015v_05,X,,,French proverb,,,PHS,6/11/2016,THU& Divya,8/23/2018,,
p016r,p016r,none,,,,,,,,,,THU& Divya,8/23/2018,,
p016v,p016v,p016v_1,c_016v_01,,,X,"PHS's comment from fol. 7v ""against gonorrhea"": From Michael Stolberg: not gonorrhea in the modern sense—it was understood as an involuntary and pleasureless loss of semen. Hence the catheter-like injection of a liquid medicine into the male urethra",,,PHS,7/3/2018,THU& Divya,8/23/2018,,
p016v,p016v,p016v_3,c_016v_02,,,X,"The syntax here is as unclear in the French as in the English. Moreover, the meaning of the verb charger is also unclear, perhaps meaning to add weight to the cloth. The author-practitioner may also be noting the way silk can absorb an excess of crimson dyestuff rather quickly, while black dyestuff can only be absorbed to a deep saturation with multiple dips in the dye bath. Cf. fol., 38v “Black color for dyeing.”",,,THU,7/9/2018,THU& Divya,8/23/2018,,
p016v,p016v,p016v_2,c_016v_03,x,x,x,"""Cotton"" has been interpreted in this translation as generic wadding. This is one instance in which the plant might be meant.",,,THU,4/26/2019,,,,
p017r,p017r,none,,,,,,,,,,THU& Divya,8/23/2018,,
p017v,p017v,p017r_1,c_017v_01,,,X,"i.e. rear platforms for biggest pieces, for long-range shots. (PB)",,,TT,7/10/2018,THU& Divya,8/23/2018,,
p017v,p017v,p017r_1,c_017v_02,,,X,"""= 80 (4x20)""",,,TT,7/12/2018,THU& Divya,8/23/2018,,
p017v,p017v,p017r_1,c_017v_03,,,X,The syntax is as unclear in the French as in the English.,,,TT,7/12/2018,THU& Divya,8/23/2018,,
p017v,p017v,p017r_1,c_017v_04,X,,,"""ceux"" signifie les fondeurs d'artillerie et ""poncet"" est l'un de ces fondeurs qui travaillait à Toulouse, dans l'arsenal de la ville.
Les Poncet sont des fondeurs de cloche et d'artillerie, actifs des années 1560 à 1640. Tous deux, père et fil, se prénomment Pierre. ils sont originaires de Mirepoix, en Ariège.
From Pascal Julien, Univ. of Toulouse",,,PHS,4/10/2015,THU& Divya,8/23/2018,,
p018r,p018r,p017r_1,c_018r_01,X,,,Presumably crossed out by mistake: the remaining sentence doesn't make sense,,,MHS,6/14/2015,THU& Divya,8/24/2018,,
p018v,p018v,p017r_1,c_018v_01,,,X,PB confirmed,,,CD,7/13/2018,THU& Divya,8/24/2018,,
p018v,p018v,p017r_1,c_018v_02,x,x,x,"The author-practitioner uses the word ""escusson"" to refer to two distinct things with an escutcheon shape (i.e., a shield or lozenge shape):
on a sword, it denotes the quillon block
on a cannon, it denotes a mark near the breech, which at times appears to indicate the ideal level of the powder charge",,,THU,3/5/2019,,,"added to first instance of term in each entry in which it appears, across all versions, on 18v, 19r, 21r, 22v, 94r",
p019r,p019r,p017r_1,c_019r_01,,,X,"A part of the canon, not to tag as tool",,,ML,7/14/2018,THU& Divya,8/24/2018,,
p019r,p019r,p017r_1,c_019r_01,,X,,"A part of the canon, not to tag as tool",,,ML,7/14/2018,THU& Divya,8/24/2018,,
p019r,p019r,p017r_1,c_019r_01,,X,,"A part of the canon, not to tag as tool",,,ML,7/14/2018,THU& Divya,8/24/2018,,
p019r,p019r,p017r_1,c_019r_01,,X,,"A part of the canon, not to tag as tool",,,ML,7/14/2018,THU& Divya,8/24/2018,,
p019v,p019v,p019v_3,c_019v_01,,,X,"Medical historian Michael Stolberg comments that this level of detail about how to make and administer an enema is very unusual, even in the case books of physicians.",,,PHS,11/12/2016,THU& Divya,8/24/2018,,
p020r,p020r,p020r_1,c_020r_01,X,,,Lyndia Hansell : This page is written in a different hand,,,LH,7/10/2018,THU& Divya,8/24/2018,,
p020r,p020r,p020r_1,c_020r_02,X,,,"wavy flourish to indicate end of title
",,,LH,6/20/2014,THU& Divya,8/24/2018,,
p020r,p020r,p020r_1,c_020r_02,X,,,"wavy flourish to indicate end of title
",,,LH,6/25/2014,THU& Divya,8/24/2018,,
p020r,p020r,p020r_1,c_020r_02,X,,,"wavy flourish to indicate end of title
",,,LH,6/25/2014,THU& Divya,8/24/2018,,
p020r,p020r,p020r_2,c_020r_03,X,,,hard to read - hidden under a slip of paper,,,SK,6/14/2016,THU& Divya,8/24/2018,,
p020r,p020r,p020r_2,c_020r_04,,,X,"The French term ""lien"" was used to refer to bundles of three or six panes of glass, and the term seems to have had some currency as a unit for selling glass. See http://www.verre-histoire.org/colloques/verrefenetre/pages/p307_02_herold.html.",,,SK,6/14/2016,THU& Divya,8/24/2018,,
p020v,p020v,p020v_5,c_020v_01,X,,,sic,,,RL,6/10/2015,THU& Divya,8/24/2018,,
p020v,p020v,p020v_5,c_020v_02,X,,,See histoire de l'église de Montauban: https://books.google.com/books?id=wwI7AAAAIAAJ&pg=RA10-PA4&lpg=RA10-PA4&dq=cardaillac+cloche&source=bl&ots=hWDxewn6dZ&sig=WoABGaz1OViqWR16fYG6MCcksxY&hl=fr&sa=X&ved=0ahUKEwjT1dLo7a_NAhWPix4KHbMRAiEQ6AEIHjAB#v=onepage&q=cardaillac%20cloche&f=false,,,ML,6/17/2016,THU& Divya,8/24/2018,,
p021r,p021r,p021r_2,c_021r_01,,,X,Not a tool,,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021r,p021r,p021r_2,c_021r_01,,,X,Not a tool,,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021r,p021r,p021r_2,c_021r_01,,X,,Not a tool,,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021r,p021r,p021r_2,c_021r_01,,X,,Not a tool,,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021v,p021v,p021r_2,c_021r_01,,,X,Not a tool,,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021v,p021v,p021r_2,c_021v_01,,,X,Tag as tool,,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021v,p021v,p021v_1,c_021v_02,,,X,"Part of the canon, not a tool",,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021v,p021v,p021r_2,c_021r_01,,X,,Not a tool,,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021v,p021v,p021r_2,c_021v_01,,X,,Tag as a tool,,,ML,7/14/2018,THU& Divya,8/24/2018,,
p021v,p021v,p021v_1,c_021v_02,,X,,"Part of the canon, not a tool",,,ML,7/14/2018,THU& Divya,8/24/2018,,
p022r,p022r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p022v,p022v,p022v_1,c_022v_02,,,X,"Also known as ""grain of barley,"" the ""ligne"" is usually a twelfth part of the king's thumb. In this context, however, the author specifies that the ""ligne"" is a twelfth part of the ball of the cannon.",,,CAG,4/7/2019,,,,
p022v,p022v,p022v_1,c_022v_03,,X,,"MS: = appelle?

CD: PB est d'accord. Il pense que l'auteur a utilisé un mot pour un autre.",,,CD,7/13/2018,THU& Divya,8/24/2018,,
p022v,p022v,p022v_1,c_022v_04,X,,,measure?,,,FP,6/13/2016,THU& Divya,8/24/2018,,
p022v,p022v,p022v_1,c_022v_05,X,,,ceremonial entry,,,JMD,6/13/2016,THU& Divya,8/24/2018,,
p022v,p022v,p022v_1,c_022v_06,X,,,"the author probably meant to say ""appelle""",,,JMD,6/13/2016,THU& Divya,8/24/2018,,
p023r,p023r,p023r_1,c_023r_01,,,X,bouquarant: linen fabric rolled in the form of a sausage.,,,FP,6/10/2016,THU& Divya,8/24/2018,,
p023v,p023v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p024r,p024r,p024r_1,c_024r_01,,,X,"""Metal"" here means a copper alloy",,,TT,7/12/2018,THU& Divya,8/24/2018,,
p024r,p024r,p024r_1,c_024r_02,,,X,"JT: here this probably means brass (see Cotgrave: white latten), because one solders brass but not iron",,,JT,7/12/2018,THU& Divya,8/24/2018,,
p024r,p024r,p024r_1,c_024r_03,,,X,JT: a piece of cord soaked in saltpeter,,,JT,7/12/2018,THU& Divya,8/24/2018,,
p024r,p024r,p024r_1,c_024r_04,,,X,i.e. the shell of the grenade,,,TT,7/12/2018,THU& Divya,8/24/2018,,
p024v,p024v,p024v_1,c_024v_01,,,X,There is an Italianism in the French spelling here,,,TT,7/13/2018,THU& Divya,8/24/2018,,
p025r,p025r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p025v,p025v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p026r,p026r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p026v,p026v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p027r,p027r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p027v,p027v,p027v_7,c_027v_01,,,X,"JT: given the weight and size, this is not a handheld musket, but what was known as a wall gun.",,,JT,7/13/2018,THU& Divya,8/24/2018,,
p028r,p028r,,unanchored,X,,,"Task assigned to TC 

THU: +catapanoth@gmail.com We are translating here, but this caption is not rendering. We're not touching this mark-up (same across all versions), since it looks like you and Nick are working on figure/text/caption rendering.


",,,THU,7/14/2018,THU& Divya,8/24/2018,,
p028v,p028v,p028v_1,c_028v_01,X,,,Larger text; internal reference to another related section of the manuscript five pages ahead; See 030r & 030v,,,JDM,6/15/2016,THU& Divya,8/24/2018,,
p028v,p028v,p028v_1,c_028v_02,,,X,"A status conferred by the French king in the Ancien Régime, from the late medieval period onwards, granting privileges and financial aid in exchange for military manpower and taxes. ""Bonne ville"" thus usually referred to a city of a certain size and degree of fortification.",,,TT,4/2/2019,TT,4/2/2019,tl 90r,
p028v,p028v,p028v_1,c_028v_03,,,x,"A particular type of potters' clay or earth for making stoneware vessels, or the stoneware vessels themselves.",,,,,,,,
p028v,p028v,p028v_1,c_028v_04,,,x,"“saulmon” refers to a large ingot or mass of raw, unprocessed metal straight from the furnace (see DMF). Cf. “latte” and “grille”, which the author-practitioner uses to refer to smaller, more processed ingots of lead and tin, respectively.",,,TT,4/8/2019,,,"tl 30r, tl 48v, 81v",
p028v,p028v,p028v_1,c_028v_05,,,x,"A ""grille"" is likely a smaller type of ingot than the 'saumon', and more convenient to sell. See eg. Dictionnaire universel de Commerce (1742), which likens ""grile"" to ""saumon"", although to the AP these are clearly different (on fol. 28v).",,,TT,4/10/2019,,,"tl 48v, ",
p029r,p029r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p029v,p029v,p029v_6,c_029v_01,,,X,i.e. distilled several times,,,TT,6/21/2017,THU& Divya,8/24/2018,,
p029v,p029v,p029v_6,c_029v_02,X,,,"ink change, added later? possibly at the same time as the lower section",,,JDM,6/15/2016,THU& Divya,8/24/2018,,
p029v,p029v,p029v_6,c_029v_03,X,,,"ink change, added later?",,,JDM,6/15/2016,THU& Divya,8/24/2018,,
p030r,p030r,p030r_2,c_030r_03,,,x,"A particular type of potters' clay or earth for making stoneware vessels, or the stoneware vessels themselves.",,,,,,,,
p030r,p030r,p030r_2,c_030r_01,,,X,"Soersha Dyon:
According to Cotgrave : ""the French, or Parisian pinte, somewhat less then a fixt part short of our Quart (for in weight it is about 27 ounces, our Quart 32)"" Pinte could also mean small pewter vessel - both work in this case",,,SD,6/20/2017,THU& Divya,8/24/2018,,
p030v,p030v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p031r,p031r,p031r_3,c_031r_01,x,x,x,"For more on ""huile de noix blanche"" (white walnut oil), see the entry on “Huile” (Oil) on fol. 60r.",,,,,THU& Divya,8/24/2018,,
p031v,p031v,p031v_4,c_031v_01,,,X,A technique for painting on glass. See glossary.,,,THU,6/21/2017,THU& Divya,8/24/2018,,
p032r,p032r,p032r_1,c_032r_01,,,X,JT: this is known as the raising process,,,JT,7/12/2018,THU& Divya,8/24/2018,,
p032r,p032r,p032r_1,c_032r_02,,,X,JT: this probably refers to planishing,,,JT,7/12/2018,THU& Divya,8/24/2018,,
p032r,p032r,p032r_1,c_032r_03,,,X,"JT: Milan exporting masses of morions to France at this time. In France, they were usually made of two pieces.

JT has images of these.",,,JT,7/12/2018,THU& Divya,8/24/2018,,
p032v,p032v,p032v_2,c_032v_01,X,,,added later,,,JDM,6/15/2016,THU& Divya,8/24/2018,,
p033r,p033r,p033r_2,c_033r_01,,,X,Incoherent syntax (with a word repeated in the original and presumably another word missing somewhere).,,,MHS,7/2/2018,THU& Divya,8/24/2018,,
p033r,p033r,p033r_2,c_033r_01,,X,,Incoherent syntax (with a word repeated in the original and presumably another word missing somewhere).,,,MHS,7/2/2018,THU& Divya,8/24/2018,,
p033v,p033v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p034r,p034r,p034r_3,c_034r_01,,,X,"Play on words (""faire tenir quelque chose"" = ""to make somethin hold"" or ""to have something held""), does not translate perfectly into English",,,MHS,7/2/2018,THU& Divya,8/24/2018,,
p034r,p034r,p034r_4,c_034r_02,,,X,"Play on words, (""de"" = ""by means of"" or ""from""), does not translate perfectly into English",,,MHS,7/2/2018,THU& Divya,8/24/2018,,
p034r,p034r,,unanchored,X,,,"Task assigned to TC 

CC: +catapanoth@gmail.com
If problematic move this figure inside the header at its beginning (before ""Faire tenir un ..."")",,,CC,7/6/2018,THU& Divya,8/24/2018,,
p034v,p034v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p035r,p035r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p035v,p035v,p035v_1,c_035v_01,,,X,"MARC: Commentaires de M. Pierre André Matthiole medecin senois, sur les six livres de Pedacius Dioscoride Anazarbeen…, Lyon 1579 (and earlier edns), pp. 366-368. Also provides the Arabic name ""iarus"". Contains illustrations.

NB The root is edible, but bitter, and more so in certain regions.
",,,MHS,6/13/2016,THU& Divya,8/24/2018,,
p035v,p035v,p035v_1,c_035v_02,X,,,"""Voy Mathiol"" ink change, added later?",,,JDM,6/16/2016,THU& Divya,8/24/2018,,
p036r,p036r,p036r_1,c_036r_01,,,X,"sic, meaning sheath",,,MHS,7/3/2018,THU& Divya,8/24/2018,,
p036v,p036v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p037r,p037r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p037v,p037v,p037v_2,c_037v_02,x,x,x,"Unclear how wood would be used here. The author-practioner may have meant to write ""verre"" (glass) rather than ""bois"" (wood).",,,THU,4/19/2019,THU& Divya,8/24/2018,,
p038r,p038r,p038r_1,c_038r_01,,,X,"TT: http://expositions.bnf.fr/carolingiens/grand/063.htm


THU: Emma Le Pouesard
Jun 23, 2016
http://expositions.bnf.fr/carolingiens/grand/064.htm

Emma Le Pouesard
Jun 23, 2016
this is the image of the top bit that still survives, where you can see the sapphires with their spots",,,THU,6/30/2017,THU& Divya,8/24/2018,,
p038v,p038v,p038v_5,c_038v_01,,X,,"""= livre (book)!""",,,MHS,6/19/2017,THU& Divya,8/24/2018,,
p038v,p038v,p038v_5,c_038v_02,X,,,letters 'arc' in marchant changed from French to Italic script,,,MHS,6/19/2017,THU& Divya,8/24/2018,,
p039r,p039r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p039v,p039v,p039v_1,c_039v_01,,,X,A coin. See DMF : http://www.cnrtl.fr/definition/dmf/pistolet,,,CD,6/21/2017,THU& Divya,8/24/2018,,
p039v,p039v,p039v_3,c_039v_02,,,X,perhaps one form in which lake was sold,,,TT,6/24/2016,THU& Divya,8/24/2018,,
p040r,p040r,p039v_3,c_040r_01,X,,,Crammed above following header.,,,FP,6/13/2016,THU& Divya,8/24/2018,,
p040v,p040v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p041r,p041r,p041r_1,c_041r_01,X,,,added later? no visible ink change,,,JDM,6/17/2016,THU& Divya,8/24/2018,,
p041v,p041v,p041v_2,c_041v_01,X,,,this block is in a different ink,,,FP,6/13/2016,THU& Divya,8/24/2018,,
p042r,p042r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p042v,p042v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p043r,p043r,none,,,,,,,,,,THU& Divya,8/24/2018,,
p043v,p043v,p043v_3,c_043v_01,,,X,"JT: possibly a breech-loading arquebus, which has a chamber",,,JT,7/12/2018,THU& Divya,8/24/2018,,
p043v,p043v,p043v_3,c_043v_02,,,X,JT: this is called a swamped barre,,,JT,7/12/2018,THU& Divya,8/24/2018,,
p043v,p043v,p043v_4,c_043v_03,,,X,"JT: this is called a wadding, or a patch.",,,JT,7/12/2018,THU& Divya,8/24/2018,,
p044r,p044r,p044r_1,c_044r_01,,,X,"term used interchangeably with arquebus in the period

Cotgrave also has Caliver, which means a small musket",,,TT,7/13/2018,THU& Divya,8/24/2018,,
p044r,p044r,p044r_3,c_044r_02,,,X,JT: he is likely suggesting an alternative wadding here which will keep the barrel cleaner,,,JT,7/13/2018,THU& Divya,8/24/2018,,
p044v,p044v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p045r,p045r,p045r_1,c_045r_01,,,X,Paper case containing shot but no powder charge (see Cotgrave) which goes into the barrel as a whole.,,,TT,7/13/2018,THU& Divya,8/24/2018,,
p045r,p045r,p045r_1,c_045r_02,,,X,"No translation found, context suggests this refers to the shot: Dragee is the hail shot, drageon could thus be the individual shots.",,,TT,7/13/2018,THU& Divya,8/24/2018,,
p045r,p045r,p045r_1,c_045r_03,,,X,Likely refers to the shot,,,TT,7/13/2018,THU& Divya,8/24/2018,,
p045r,p045r,p045r_1,c_045r_04,,,X,JT: i.e. the breasplate,,,JT,7/13/2018,THU& Divya,8/24/2018,,
p045v,p045v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p046r,p046r,p046r_4,c_046r_01,,,X,"Note the meaning of gout: not so much a discrete disease, but rather a concentration of morbid humors and materials in various parts of the body. Comment by Michael Stolberg.",,,PHS,10/31/2016,THU& Divya,8/24/2018,,
p046v,p046v,p046v_6,c_046v_01,,X,X,Oil of sulfur is discussed in the preceding entries.,,,TT,3/6/2019,TT,3/6/2019,also p046v_7,
p047r,p047r,p047r_1,c_047r_01,X,,,"illegible sign after this, letter or paté ?",,,CB,6/11/2015,THU& Divya,8/24/2018,,
p047r,p047r,p047r_4,c_047r_02,,,x,"A particular type of potters' clay or earth for making stoneware vessels, or the stoneware vessels themselves. See OED, grès.",,,,,,,,
p047v,p047v,none,,,,,,,,,,THU& Divya,8/24/2018,,
p048r,p048r,p048r_2,c_048r_01,,,X,"Tillmann Taape: Cotgrave defines this as either an unspecified ""preciptate"" or ""the red, poisonous, corroding powder of burned quicksilver""",,,TT,7/4/2018,THU& Divya,8/24/2018,,
p048v,p048v,p048v_2,c_048v_01,X,,,this addition was written with the page flipped 90 degrees counter clockwise,,,ELP,6/14/2016,THU& Divya,8/24/2018,,
p049r,p049r,p049r_1,c_049r_01,,,X,"Pamela Smith:
From Pascal Julien, Univ. of Toulouse: """"ceux"" signifie les fondeurs d'artillerie et ""poncet"" est l'un de ces fondeurs qui travaillait à Toulouse, dans l'arsenal de la ville.
Les Poncet sont des fondeurs de cloche et d'artillerie, actifs des années 1560 à 1640. Tous deux, père et fils, se prénomment Pierre. ils sont originaires de Mirepoix, en Ariège.",,,PHS,6/23/2017,THU& Divya,8/24/2018,,
p049r,p049r,p049r_3,c_049r_02,,,X,"""alié"" in original",,,TT,7/5/2018,THU& Divya,8/24/2018,,
p049r,p049r,p049r_1,c_049r_03,X,,,"handshift - Mark had already flagged this, I am just shifting it over to the new markup system",,,SD,6/10/2016,THU& Divya,8/24/2018,,
p049r,p049r,p049r_2,c_049r_04,X,,,"handshift - see comment above : flagged by Mark, changed over for 2016 consistency",,,SD,6/10/2016,THU& Divya,8/24/2018,,
p049v,p049v,p049v_1,c_049v_01,X,,,Initial comment by Marc: sic,,,MHS,6/14/2016,THU& Divya,8/24/2018,,
p049v,p049v,p049v_1,c_049v_02,X,,,Handshift?,,,CC,6/14/2016,THU& Divya,8/24/2018,,
p049v,p049v,p049v_3,c_049v_03,X,,,"sic
",,,MHS,6/15/2015,THU& Divya,8/24/2018,,
p049v,p049v,p049v_1,c_049v_04,,,X,"Rozemarijn Landsman: 'calendres' -- also the mythical bird, in English referred to by the Latin 'caladrius'",,,CC,7/3/2018,THU& Divya,8/24/2018,,
p049v,p049v,p049v_3,c_049v_05,,X,,"note unfinished by author
(initial comment by Marc Smith)",,,MHS,6/14/2016,THU& Divya,8/24/2018,,
p049v,p049v,p049v_3,c_049v_06,x,x,x,"""Gaillardise"" usually connotes joy, vigorous health, and sensuality; here the term may relate to the Middle French ""galle"" (f.) and its association with parasitic growths and skin conditions.",,,THU,3/31/2019,THU,3/31/2019,,
p050r,p050r,none,,,,,,,,,,THU,4/2/2019,,
